Norm,Situation,cn_Norm,cn_Situation,Dialogue_ChatGLM,Labels_ChatGPT
"Norm: In contexts involving people of different social status. it is preferred for the person with a higher social status to make the decision about when to leave; the higher-status person either leaves before people with lower social status, or everyone leaves at the same time. ","Situation: A charity event is being held in Beijing with a famous Chinese actress, 小红, as the guest of honor. She arrives at the event where there are a group of volunteers, including migrants and disabled people. As the event comes to an end, the volunteers eagerly wait for the actress to leave so they can exit as well since they are not familiar with the venue. 小红 understands the importance of respecting those with lesser social status and decides to exit last. She walks with the volunteers, taking extra time to greet and thank each of them for their service. The act of kindness from 小红 uplifted the spirits of the volunteers and made a deep impact on their hearts.",规范：当涉及到社会地位不同的人时，更倾向于地位较高的人决定何时离开；地位更高的人会在较低地位的人离开之前离开，或是所有人同时离开。,情境：一场慈善活动正在北京举行，中国著名女演员小红作为主宾。她来到活动现场，那里有一群志愿者，包括流动人口和残疾人。活动接近尾声，不熟悉场地的义工们焦急地等待女演员离开，好让他们也能一起退场。小红明白尊重低等社会地位的重要性，决定最后退出。她和志愿者一起走，花额外的时间问候并感谢他们每个人的服务。小红的善举鼓舞了志愿者们的士气，也深深地打动了他们的心。,"对话
小红： 好的，我会尽快离开的，谢谢你的等待
志愿者： 好的，我们会等你，你可以先走了
小红： 好的，谢谢
小红： 你好，我是小红，欢迎来到这个地方
残疾人： 你好，小红，我们也欢迎来到这个地方
小红： 我很高兴能来到这里，也感谢这里的志愿者
残疾人： 我们也很高兴能来到这里，感谢志愿者的照顾
小红： 你们很幸运，能在这里受到帮助
残疾人： 是呀，我们也很感激
小红： 我希望每个人都能在这里受到帮助，享受快乐的生活
[结束]","Actor of the Norm:
No actor of the norm in this dialogue.

(小红： 好的，我会尽快离开的，谢谢你的等待): Not Relevant | No indication of social status difference or decision-making about leaving
(志愿者： 好的，我们会等你，你可以先走了): Not Relevant | No indication of social status difference or decision-making about leaving
(小红： 好的，谢谢): Not Relevant | No indication of social status difference or decision-making about leaving
(小红： 你好，我是小红，欢迎来到这个地方): Not Relevant | No indication of social status difference or decision-making about leaving
(残疾人： 你好，小红，我们也欢迎来到这个地方): Not Relevant | No indication of social status difference or decision-making about leaving
(小红： 我很高兴能来到这里，也感谢这里的志愿者): Not Relevant | No indication of social status difference or decision-making about leaving
(残疾人： 我们也很高兴能来到这里，感谢志愿者的照顾): Not Relevant | No indication of social status difference or decision-making about leaving
(小红： 你们很幸运，能在这里受到帮助): Not Relevant | No indication of social status difference or decision-making about leaving
(残疾人： 是呀，我们也很感激): Not Relevant | No indication of social status difference or decision-making about leaving
(小红： 我希望每个人都能在这里受到帮助，享受快乐的生活): Not Relevant | No indication of social status difference or decision-making about leaving"
"Norm: In contexts involving people of different social status. it is preferred for the person with a higher social status to make the decision about when to leave; the higher-status person either leaves before people with lower social status, or everyone leaves at the same time. ","Situation: In a job interview, the employer, Mr. Zhang, is the CEO of a well-known company in China, and the candidate, Ms. Liu, is a fresh graduate from a prestigious university. During the interview, Mr. Zhang notices that Ms. Liu has skills and qualifications beyond what the job requires, and he is impressed with her potential. However, he is also aware that Ms. Liu may be nervous and intimidated by his position as the CEO of the company, so he decides to create a more relaxed atmosphere for her. He tells her that he was once in her shoes, and he understands the pressure that comes with job interviews. At the end of the interview, Mr. Zhang invites Ms. Liu to ask any questions she has about the company and the position. He also tells her that he will notify her of the company's decision within a few days, and he encourages her to remain confident about her abilities regardless of the outcome.",规范：当涉及到社会地位不同的人时，更倾向于地位较高的人决定何时离开；地位更高的人会在较低地位的人离开之前离开，或是所有人同时离开。,情境：在一次求职面试中，雇主张先生是国内某知名公司的CEO，求职者刘女士是名校应届毕业生。在面试中，张先生注意到刘女士的技能和资历超出了工作要求，对她的潜力印象深刻。不过，他也意识到刘女士可能会被他作为公司总裁的职位感到紧张和害怕，所以他决定为她营造一个更轻松的氛围。他告诉她，他曾经站在她的立场上，他理解求职面试带来的压力。面试结束时，张先生邀请刘女士就公司和职位提出任何问题。他还告诉她，他将在几天内通知她公司的决定，并鼓励她无论结果如何，都要对自己的能力保持信心。,"对话
张先生： 好的，刘女士，我很高兴看到你对公司的兴趣。
刘女士： 非常感谢你的鼓励和支持。
张先生： 我可以告诉你一些有关公司和职位的信息吗？
刘女士： 当然，请问有什么我可以帮忙的吗？
张先生： 我可以告诉你，公司非常需要一个有经验和技能的人才，而我相信你在这方面有很大的潜力。
刘女士： 非常感谢你的建议。不过，我对于成为公司总裁有点害怕和紧张。
张先生： 我理解你的感受。而且，我也希望你不要因为这个而影响到面试的结果。
张先生： 我可以创造一个更轻松的氛围，让你感到舒适。
张先生： 我会在几天内通知你的决定，希望你能够保持信心。
刘女士： 非常感谢你的关心。我会好好考虑的。
张先生： 好的，我相信你会做出最好的决定。再见，刘女士。
[结束]","Actor of the Norm:
张先生: higher social status

(张先生： 好的，刘女士，我很高兴看到你对公司的兴趣。): Not Relevant | No decision about leaving is being made
(刘女士： 非常感谢你的鼓励和支持。): Not Relevant | No decision about leaving is being made
(张先生： 我可以告诉你一些有关公司和职位的信息吗？): Not Relevant | No decision about leaving is being made
(刘女士： 当然，请问有什么我可以帮忙的吗？): Not Relevant | No decision about leaving is being made
(张先生： 我可以告诉你，公司非常需要一个有经验和技能的人才，而我相信你在这方面有很大的潜力。): Not Relevant | No decision about leaving is being made
(刘女士： 非常感谢你的建议。不过，我对于成为公司总裁有点害怕和紧张。): Not Relevant | No decision about leaving is being made
(张先生： 我理解你的感受。而且，我也希望你不要因为这个而影响到面试的结果。): Not Relevant | No decision about leaving is being made
(张先生： 我可以创造一个更轻松的氛围，让你感到舒适。): Not Relevant | No decision about leaving is being made
(张先生： 我会在几天内通知你的决定，希望你能够保持信心。): Not Relevant | No decision about leaving is being made
(刘女士： 非常感谢你的关心。我会好好考虑的。): Not Relevant | No decision about leaving is being made
(张先生： 好的，我相信你会做出最好的决定。再见，刘女士。): Adhered | 张先生 leaves before 刘女士, indicating his higher social status."
"Norm: In contexts involving people of different social status. it is preferred for the person with a higher social status to make the decision about when to leave; the higher-status person either leaves before people with lower social status, or everyone leaves at the same time. ","Situation: The famous Chinese artist, Zhang Wei, is holding a fan meet and greet event at a local art gallery in Beijing. Fans from all over the country come to meet him and get his autograph. However, due to a misunderstanding with the timing of the event, a group of high-ranking officials also showed up and were seated in the front row. As the event drew to a close, a debate erupted as to whether the officials should leave first, or at the same time as the fans. Zhang Wei, being a humble artist, insisted that everyone leave at the same time to show his gratitude to all his supporters, regardless of social status. His decision was met with thunderous applause and appreciation from everyone in attendance.",规范：当涉及到社会地位不同的人时，更倾向于地位较高的人决定何时离开；地位更高的人会在较低地位的人离开之前离开，或是所有人同时离开。,情境：中国著名艺术家张伟正在北京当地一家美术馆举办粉丝见面会。全国各地的粉丝都来见他，要他的签名。然而，由于误会了活动的时间，一群高级官员也出现了，并坐在了前排。随着活动接近尾声，关于是官员先离开，还是与球迷同时离开的争论爆发了。张伟作为一个谦虚的艺术家，坚持所有人同时离开，以表达对所有支持者的感谢，不分高低。他的决定赢得了在场所有人的热烈掌声和赞赏。,"对话
张伟： 大家好，非常感谢大家来参加我的见面会，并给我签名。
高级官员： 对不起，我时间不早了，我要离开了。
球迷： 好的，我也想要你的签名，一起离开吧。
高级官员和球迷： 好的，我们同时离开。
张伟： 好的，谢谢 everyone for their support。让我们一起离开，表达对所有支持者的感谢，不分高低。
高级官员和球迷： 好的，鼓掌！
[结束]","Actor of the Norm:
高级官员: higher status person

(张伟： 大家好，非常感谢大家来参加我的见面会，并给我签名。): Not Relevant | No decision about leaving is made here
(高级官员： 对不起，我时间不早了，我要离开了。): Adhered | The higher-status person, 高级官员, decides to leave first
(球迷： 好的，我也想要你的签名，一起离开吧。): Not Relevant | The fan suggests leaving together, but does not make a decision about leaving
(高级官员和球迷： 好的，我们同时离开。): Adhered | The higher-status person, 高级官员, and the fan decide to leave at the same time
(张伟： 好的，谢谢 everyone for their support。让我们一起离开，表达对所有支持者的感谢，不分高低。): Not Relevant | No decision about leaving is made here
(高级官员和球迷： 好的，鼓掌！): Not Relevant | No decision about leaving is made here"
"Norm: In contexts involving people of different social status. it is preferred for the person with a higher social status to make the decision about when to leave; the higher-status person either leaves before people with lower social status, or everyone leaves at the same time. ","Situation: During a basketball game, a coach, who is regarded as having higher social status as he is older and more experienced, decides to play a new player who has never played before, over a seasoned player who is respected by the team. The team is confused and somewhat frustrated by the coach's decision, but they follow the social norm and do not speak out. After the game, the coach leaves first and the players wait for his signal to leave. This shows respect for the coach's authority and leadership within the team, even if they may not agree with his decisions.",规范：当涉及到社会地位不同的人时，更倾向于地位较高的人决定何时离开；地位更高的人会在较低地位的人离开之前离开，或是所有人同时离开。,情境：在一场篮球比赛中，一位年长且经验丰富的教练决定让一名从未打过球的新球员代替一名受到球队尊重的老将上场。球队对教练的决定感到困惑和沮丧，但他们遵循社会规范，没有说出来。比赛结束后，教练先离开，队员们等待他的信号离开。这表明了对教练在团队中的权威和领导的尊重，即使他们可能不同意他的决定。,"对话
教练： 你们好，我回来了
队员们： 等等，教练，我们还在这里
教练： 我让新球员上了场，我觉得他更适合这个职位
队员们： 我们不同意，老队员更有经验
教练： 我知道你们不同意，但是这是我的职责，也是我的判断力
队员们： 我们可以尊重您的决定，但是我们希望您能解释清楚
教练： 对不起，我需要一些时间思考这个决定
队员们： 好的，等您决定好了，我们会自动离开
[结束]","Actor of the Norm:
教练: higher status, decision maker

(教练： 你们好，我回来了): Not Relevant | 教练 is not making a decision about when to leave
(队员们： 等等，教练，我们还在这里): Not Relevant | the players are not making a decision about when to leave
(教练： 我让新球员上了场，我觉得他更适合这个职位): Not Relevant | 教练 is not making a decision about when to leave
(队员们： 我们不同意，老队员更有经验): Not Relevant | the players are not making a decision about when to leave
(教练： 我知道你们不同意，但是这是我的职责，也是我的判断力): Not Relevant | 教练 is not making a decision about when to leave
(队员们： 我们可以尊重您的决定，但是我们希望您能解释清楚): Not Relevant | the players are not making a decision about when to leave
(教练： 对不起，我需要一些时间思考这个决定): Not Relevant | 教练 is not making a decision about when to leave
(队员们： 好的，等您决定好了，我们会自动离开): Adhered | the players indicate that they will leave after the 教练 makes a decision. This is in line with the norm that the higher-status person makes the decision about when to leave."
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: In a Chinese business meeting, Mr. Jiang is leading the discussion on expanding the company's operations overseas. After the discussion, the employees take a break and socialize. During the break, an employee named Li leaves without saying goodbye to his colleagues. It is customary in China to offer a verbal and/or nonverbal goodbye after giving the reason for their departure. The employees start feeling uncomfortable, as they see this as a sign of disrespect. To avoid escalating the conflict, Wei, a senior employee in the company, politely reminds Li of this social norm and suggests he should say goodbye to his colleagues before leaving the conference room.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：在一次中国商务会议上，姜先生正在主持讨论扩大公司海外业务的问题。讨论结束后，员工休息并进行社交活动。中场休息时，李姓员工不辞而别。在给出离开原因后，在中国习惯于口头和/或非口头告别。员工开始感到不舒服，因为他们认为这是不尊重的表现。为避免冲突升级，公司资深员工魏礼貌地提醒李先生注意这种社会规范，并建议他在离开会议室前与同事告别。,"对话
姜先生： 好的，我们继续下一步的讨论
李先生： 我走了，谢谢
魏： 好的，李总，请注意在这种商务场合下的礼仪，离开前要与同事告别，这样有助于建立良好的工作关系
李先生： 好的，谢谢魏
姜先生： 好的，我们再见
[结束]","Actor of the Norm:
魏: reminder, enforcer

(姜先生：好的，我们继续下一步的讨论): Not Relevant | no departure
(李先生：我走了，谢谢): Adhered | 李先生 offers a verbal goodbye after giving the reason for his departure
(魏：好的，李总，请注意在这种商务场合下的礼仪，离开前要与同事告别，这样有助于建立良好的工作关系): Adhered | 魏 reminds 李先生 of the norm and its importance in building good work relationships
(李先生：好的，谢谢魏): Adhered | 李先生 acknowledges the reminder and offers gratitude
(姜先生：好的，我们再见): Adhered | 姜先生 offers a verbal goodbye before ending the conversation"
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: At a family gathering in China during the Mid-Autumn Festival, it is customary for relatives to gather together and share a big meal. Xiao Mei, a young Chinese girl, is excited about seeing her relatives, but feels shy to approach them. So, she decides to sit quietly in one corner of the room during the mealtime. However, as the dinner comes to an end and people start leaving, nobody bids farewell to Xiao Mei. They all assume that she has already left or that she wants to be left alone. As a result, Xiao Mei feels left out and neglected.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：在中国中秋节的家庭聚会上，亲戚们聚在一起吃一顿大餐是习俗。小梅，一个年轻的中国女孩，看到她的亲戚很兴奋，但又不好意思接近他们。所以，她决定在用餐时间安静地坐在房间的一个角落里。然而，晚宴结束，人们纷纷离去，却没有人与小美告别。他们都认为她已经离开了，或者她想一个人呆着。结果，小梅感到被冷落和忽视。,"对话
小美： 好的，我走了
亲戚： 哦，好的，你慢慢吃吧
小美： 谢谢你，我走了，下次有机会再聚会吧
亲戚： 好的，下次有机会再聚会吧
小美： 再见，祝你新年快乐
亲戚： 再见，祝你新年快乐
[结束]","Actor of the Norm:
Both characters are expected to adhere to the norm.

(小美： 好的，我走了): Adhered | 小美 announces her departure
(亲戚： 哦，好的，你慢慢吃吧): Not Relevant | the relative does not offer a goodbye
(小美： 谢谢你，我走了，下次有机会再聚会吧): Adhered | 小美 offers a goodbye and suggests meeting again
(亲戚： 好的，下次有机会再聚会吧): Not Relevant | the relative does not offer a goodbye
(小美： 再见，祝你新年快乐): Adhered | 小美 offers a goodbye and wishes the relative a happy new year
(亲戚： 再见，祝你新年快乐): Adhered | the relative offers a goodbye and wishes 小美 a happy new year"
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: In a Chinese language class, a student named Xiaofei is struggling with the pronunciation of a character. She seeks help from her teacher, but the teacher has to leave the class early due to an emergency. Before leaving, the teacher explains the character in English and asks the students to practice it. As the teacher prepares to leave, Xiaofei realizes that she did not properly say goodbye to the teacher in Chinese. As a result, she makes up for it by bowing and saying “老师，辛苦了” (Lǎoshī, xīnkǔle; meaning “Teacher, thank you for your hard work”) to show her respect and gratitude for her teacher’s efforts in helping her.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：在一节汉语课上，一个名叫小飞的学生正在为一个字的发音而苦恼。她向老师寻求帮助，但老师因有急事不得不提早下课。临行前，老师用英文讲解汉字，并让学生练习。老师准备离开时，小菲发现自己没有用中文跟老师好好道别。于是，她以鞠躬和说“老师，辛苦了”（Lǎoshī，xīnkǔle;意思是“老师，谢谢你的辛勤工作”）来弥补它，以表达她对老师帮助她的努力的尊重和感激。,"对话
小飞： 老师，您好
老师： 嗨，小飞，你好
小飞： 老师，我请教您一个问题，关于一个字的发音
老师： 当然，我很乐意帮助你
小飞： 但是，我不太确定它的发音，所以想请您指导一下
老师： 好的，让我先讲一个中文单词
老师： 这个单词是“香”
老师： 香字发音是xiāng，它由三个音节组成，第一个音节是xiān，第二个音节是gān，第三个音节是gān
老师： 明白了吗？
小飞： 明白了，谢谢老师
老师： 不客气，下次有机会再跟你讲解汉字
小飞： 好的，老师，再见
老师： 再见，小飞
[结束]","Actor of the Norm:
None. This norm is not applicable in this dialogue as there is no departure.

(小飞： 老师，您好): Not Relevant | No departure yet
(老师： 嗨，小飞，你好): Not Relevant | No departure yet
(小飞： 老师，我请教您一个问题，关于一个字的发音): Not Relevant | No departure yet
(老师： 当然，我很乐意帮助你): Not Relevant | No departure yet
(小飞： 但是，我不太确定它的发音，所以想请您指导一下): Not Relevant | No departure yet
(老师： 好的，让我先讲一个中文单词): Not Relevant | No departure yet
(老师： 这个单词是“香”): Not Relevant | No departure yet
(老师： 香字发音是xiāng，它由三个音节组成，第一个音节是xiān，第二个音节是gān，第三个音节是gān): Not Relevant | No departure yet
(小飞： 明白了，谢谢老师): Not Relevant | No departure yet
(老师： 不客气，下次有机会再跟你讲解汉字): Not Relevant | No departure yet
(小飞： 好的，老师，再见): Adhered | 小飞 offers a verbal goodbye before leaving
(老师： 再见，小飞): Adhered | 老师 offers a verbal goodbye in response to 小飞's departure"
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: A Chinese family is attending a wedding banquet in Guangzhou. After enjoying the feast and connecting with family and friends, they are saying their goodbyes to the bride's family, who are the hosts of the event. However, the host, Uncle Lee, has had too much to drink and is slurring his words. His son, who is also attending the event, notices that Uncle Lee is struggling but is too embarrassed to intervene. The guests must balance the social obligation of saying goodbye with the need to respect Uncle Lee's current state and offer help if needed.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：一个中国家庭正在广州参加一个婚宴。在享受了盛宴并与家人和朋友联系之后，他们正在向作为活动东道主的新娘家人道别。然而，主持人李叔叔喝多了，口齿不清。他的儿子也参加了活动，注意到李叔叔正在挣扎，但又不好意思干预。客人必须在告别的社会义务与尊重李叔叔目前的状态并在需要时提供帮助之间取得平衡。,"对话
李叔叔： 哎呀，大家再见了
儿子： 爸爸，您怎么了
李叔叔： 嗯，我喝多了，有点晕
儿子： 没关系，爸爸，您别挣扎了，我们给您送回去
李叔叔： 谢谢你们，我不知道自己能不能站得住
儿子： 您先坐下，我们会帮您打车回去
李叔叔： 好的，谢谢你们
李叔叔： 哎呀，我都要晕倒了
儿子： 您先休息一下，我们会帮您打车回去
李叔叔： 好的，谢谢你们
李叔叔： 谢谢你们，我会好的
儿子： 您别担心，我们会一直帮您的
李叔叔： 好的，再见了
[结束]","Actor of the Norm:
None

(李叔叔： 哎呀，大家再见了): Adhered | 李叔叔 offers a verbal goodbye before leaving
(儿子： 爸爸，您怎么了): Not Relevant | not related to departure
(李叔叔： 嗯，我喝多了，有点晕): Not Relevant | not related to departure
(儿子： 没关系，爸爸，您别挣扎了，我们给您送回去): Not Relevant | not related to departure
(李叔叔： 谢谢你们，我不知道自己能不能站得住): Not Relevant | not related to departure
(儿子： 您先坐下，我们会帮您打车回去): Not Relevant | not related to departure
(李叔叔： 好的，谢谢你们): Not Relevant | not related to departure
(李叔叔： 哎呀，我都要晕倒了): Not Relevant | not related to departure
(儿子： 您先休息一下，我们会帮您打车回去): Not Relevant | not related to departure
(李叔叔： 好的，谢谢你们): Not Relevant | not related to departure
(李叔叔： 谢谢你们，我会好的): Not Relevant | not related to departure
(儿子： 您别担心，我们会一直帮您的): Not Relevant | not related to departure
(李叔叔： 好的，再见了): Adhered | 李叔叔 offers a verbal goodbye before leaving"
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: In a tea shop in China, a customer named Lin visits the shop regularly and has met the salesperson, Xiao Mei, numerous times. Today, Lin is in a hurry and quickly places an order and pays for her tea. Xiao Mei smiles and greets her as usual, but before Lin leaves, her phone rang and she was in a rush to answer it. Lin hastily left the shop without saying goodbye to Xiao Mei, leaving her feeling disappointed and disrespected. In Chinese culture, it is important to say goodbye after purchasing goods as a sign of respect and gratitude to the salesperson.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：在中国的一家茶叶店，一位名叫林的顾客定期光顾这家店，并与售货员小梅见过无数次。林氏今天急了，赶紧下单，给她买茶钱。小美一如既往的笑着打招呼，可是琳还没走，她的手机就响了，她急忙接听。琳没有和小美道别就匆匆离开了店，让小美感到失望和不尊重。在中国文化中，购买商品后说再见是很重要的，以表示对销售人员的尊重和感激。,"对话
林： 茶叶店啊，今天怎么没人呢
小梅： 嗯，有些顾客最近比较忙，等下再过来吧
林： 哦，那我走了啊，下次记得来看我
小梅： 好的，再见！(同时微笑)
小美： 哎呀，琳，你怎么还没有走啊，还没告别呢
琳： 对不起，我手机响了，我走了啊
小美： 没事的，下次来看我，我等你
琳： 好的，谢谢你，再见！(同样微笑)
[结束]","Actor of the Norm:
小梅 and 小美: both characters are adhering to the norm

(林： 茶叶店啊，今天怎么没人呢): Not Relevant | 林 is not leaving
(小梅： 嗯，有些顾客最近比较忙，等下再过来吧): Not Relevant | 小梅 is not leaving
(林： 哦，那我走了啊，下次记得来看我): Adhered | 林 offers a verbal goodbye before leaving
(小梅： 好的，再见！(同时微笑)): Adhered | 小梅 offers a verbal and nonverbal goodbye
(小美： 哎呀，琳，你怎么还没有走啊，还没告别呢): Adhered | 小美 reminds 琳 to offer a goodbye before leaving
(琳： 对不起，我手机响了，我走了啊): Not Relevant | 琳 is leaving but does not offer a goodbye
(小美： 没事的，下次来看我，我等你): Not Relevant | 小美 does not offer a goodbye
(琳： 好的，谢谢你，再见！(同样微笑)): Adhered | 琳 offers a verbal and nonverbal goodbye before leaving"
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation:  A group of Chinese colleagues, who just finished having lunch at a local restaurant, are saying their goodbyes before leaving. One of them, named Chen, has an urgent matter to attend to and needs to leave the restaurant immediately. As he quickly stands up from his seat, he turns to his colleagues and apologizes for his sudden departure, and explains the situation. One of his colleagues, named Wang, responds with a nonverbal wave of hand, indicating that it's alright and for Chen to go take care of his matter. However, the other colleagues respond with a verbal goodbye, wishing Chen good luck with his urgent matter and saying that they will catch up with him later.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：一群中国同事刚在当地一家餐馆吃完午饭，临行前告别。其中一位陈某有急事，需要立即离开餐厅。他迅速从座位上站起来，转向同事，为自己的突然离开道歉，并解释了情况。他的一位名叫王的同事用非语言的挥手回应，表示没关系，让陈去处理他的事情。但其他同事却以口头告别回应，祝陈有急事，并表示稍后会联系他。,"对话
陈某： 抱歉，我有急事，必须走了
王： 没关系，我让他先走
陈某： 好的，谢谢你
其他同事： 没事的，祝您有急事
口头告别： 稍后会联系您的
[结束]","Actor of the Norm:
None

(陈某： 抱歉，我有急事，必须走了): Adhered | 陈某 gives a reason for his departure
(王： 没关系，我让他先走): Not Relevant | 王 does not offer a goodbye
(陈某： 好的，谢谢你): Not Relevant | 陈某 does not offer a goodbye
(其他同事： 没事的，祝您有急事): Not Relevant | other colleagues do not offer a goodbye
(口头告别： 稍后会联系您的): Adhered | a verbal goodbye is offered to 陈某 after he gives his reason for departure."
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: In a Chinese hospital, a mother, Mrs. Zhang, visits her son who got into a car accident days ago. As she’s about to leave, she notices an elderly couple sitting by their son’s bed, worried and lonely. Without hesitation, she approaches them and offers a sincere reassurance for their son’s recovery. They engage in a heart-to-heart conversation, share their stories, and bond over their love for their children. After a while, Mrs. Zhang realizes that she has to leave to pick up her daughter from school. Following the social norm, she bows and says her goodbyes to the couple, promising to visit them again and wishing a speedy recovery for their son. The couple expresses their gratitude and reciprocates the kind gesture.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：在一家中国医院，一位母亲张女士探望她几天前出车祸的儿子。当她正要离开时，她注意到一对老年夫妇坐在他们儿子的床边，既担心又孤独。她毫不犹豫地走近他们，真诚地保证他们儿子的康复。他们进行心与心的对话，分享他们的故事，并因对孩子的爱而团结在一起。过了一会儿，张太太意识到她必须离开去接女儿放学了。按照社会规范，她向这对夫妇鞠躬告别，承诺会再次拜访他们，并祝愿他们的儿子早日康复。这对夫妇表达了他们的感激之情，并回报了这种善意的姿态。,"对话
张女士： 好的，儿子，妈妈来看你
老年夫妇： 谢谢您，我们很感激
张女士： 对不起，我必须走了
老年夫妇： 没关系，我们会记得您的恩情
张女士： 儿子，妈妈下次一定再来
老年夫妇： 一定会的，我们期待着
张女士： 祝愿你早日康复
老年夫妇： 谢谢您，我们会的
张女士： 再见了，儿子
[结束]","Actor of the Norm:
张女士: person leaving

(张女士：好的，儿子，妈妈来看你): Not Relevant | no departure mentioned
(老年夫妇：谢谢您，我们很感激): Not Relevant | no departure mentioned
(张女士：对不起，我必须走了): Adhered |张女士 offers a verbal goodbye after giving the reason for her departure
(老年夫妇：没关系，我们会记得您的恩情): Not Relevant | no departure mentioned
(张女士：儿子，妈妈下次一定再来): Not Relevant | no departure mentioned
(老年夫妇：一定会的，我们期待着): Not Relevant | no departure mentioned
(张女士：祝愿你早日康复): Not Relevant | no departure mentioned
(老年夫妇：谢谢您，我们会的): Not Relevant | no departure mentioned
(张女士：再见了，儿子): Adhered |张女士 offers a verbal goodbye before leaving"
Norm: It is obligatory for a person to offer a verbal and/or nonverbal goodbye after giving the reason for their departure.,"Situation: In a crowded Chinese bus, Alice, an international student from the United Kingdom, closes her eyes and takes a deep breath before stepping into the jam-packed vehicle. As she squeezes herself in, she looks frantically for a seat and accidentally bumps into a young man named Li. Li, realizing that Alice is a foreigner struggling in the crowds, offers his seat to her. As the bus arrives at Alice’s stop, she begins to gather her bags and prepare to leave. As she exits the bus, Li bows politely and expresses how nice it was to meet her. Alice, caught off guard by Li's politeness, thanks him sincerely for his kindness as she leaves.",规范：一个人在离开时，必须先说明离开的原因，然后作出口头或非口头的告别。,情境：在一辆拥挤的中国公交车上，来自英国的留学生爱丽丝闭上眼睛深吸了一口气，然后走进了拥挤的车厢。当她挤进去的时候，她发疯般地寻找座位，不小心撞到了一个姓李的年轻人。李知道爱丽丝是一个在人群中挣扎的外国人，就把座位让给了她。当公共汽车到达爱丽丝的车站时，她开始收拾行李准备离开。当她下车时，李礼貌地鞠躬并表示很高兴见到她。爱丽丝对李的礼貌感到措手不及，离开时由衷地感谢他的好意。,"对话
爱丽丝： 哎呀，不好意思啊，我不小心撞到你了
李： 没关系没关系，座位还给你就好了
爱丽丝： 谢谢你，我离开的原因是因为我要赶火车
李： 哦，我忘了，我也即将离开
爱丽丝： 好的，再见了
李： 再见，祝你旅途愉快[结束]","Actor of the Norm:
爱丽丝: person who is leaving

(爱丽丝： 哎呀，不好意思啊，我不小心撞到你了): Not Relevant | no goodbye is necessary here
(李： 没关系没关系，座位还给你就好了): Not Relevant | no goodbye is necessary here
(爱丽丝： 谢谢你，我离开的原因是因为我要赶火车): Adhered | 爱丽丝 offers a reason for her departure and says ""再见了""
(李： 哦，我忘了，我也即将离开): Not Relevant | no goodbye is necessary here
(爱丽丝： 好的，再见了): Adhered | 爱丽丝 says ""再见了""
(李： 再见，祝你旅途愉快): Adhered | 李 says ""再见"" and offers a farewell wish"
