,American_Norm,American_Situation,Labeled_Dialogue
28,"Indirect Criticism: the norm in American culture involves providing indirect and subtle criticism instead of direct and constructive feedback. The norm suggests using vague or ambiguous language to address areas of improvement, avoiding specific details or examples. Instead of openly discussing the issue and offering actionable suggestions, the opposite norm promotes a more passive-aggressive approach that may hinder effective communication and hinder personal growth and development.","American Situation:
In an American financial institution, an analyst named Emily is tasked with presenting her ideas to a senior investment banker named James. James is well-respected in the company, and Emily is eager to prove herself. During the presentation, James spots a flaw in one of Emily's projections and provides her with constructive feedback in an indirect and subtle manner. James' criticism is not meant to humiliate Emily, but rather to help her improve her work in the future. Emily takes James' feedback seriously and works hard to correct her mistake, knowing that indirect criticism is the norm in American professional settings. Emily respects James' position in the company and uses this feedback as a learning opportunity while maintaining professionalism and mutual respect.","Norm Action: Indirect Criticism
Actor of the Norm:
James: criticizer

Dialogue:
Emily: Good morning, James. Here are the projections for the new project. Can you take a look? Not Relevant | Emily is just presenting the projections to James
James: Sure, thank you for preparing these, Emily. Not Relevant | James is just acknowledging Emily's work
Emily: (nervously waiting for James' response) Not Relevant | Emily is just waiting for James' feedback
James: I see here that the growth rate projections are a bit overestimated. Perhaps we could revise these before presenting them to the client? Violated | James provides indirect criticism by suggesting a revision of the projections without directly pointing out Emily's mistake.
Emily: (internally panicking) Violated | Emily understands James' indirect criticism and acknowledges her mistake.
James: Of course. It's important to ensure that everything is accurate and well-researched before presenting it to clients. Not Relevant | James is just providing general advice
Emily: I appreciate your guidance, James. I'll make sure to be more careful in the future. Violated | Emily accepts James' criticism and promises to improve in the future.
James: Great. Keep up the good work, Emily. Not Relevant | James is just giving positive feedback."
29,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:In an American law firm, two lawyers, John and Sarah, are discussing a case with a heated debate. John disagrees with Sarah's argument and provides feedback in a confrontational and personal manner, criticizing her ideas harshly and loudly. Sarah feels offended by John's criticism and the conversation turns into an argument. However, they both realize that their conduct is not productive and creates a negative work environment. They decide to take a break and schedule a private meeting to continue the discussion in a respectful and constructive manner. In American culture, providing criticism is important, but it is also essential to maintain professionalism and respect for others, especially in a professional setting.","Norm Action: provide confrontational and personalized criticism
Actor of the Norm:
John: criticizer

Dialogue:
John: Sarah, I disagree with your argument. It's poorly reasoned and lacks any logical basis. Have you even prepared for this case? Violated | John adheres to the norm by using confrontational language and making a personal attack on Sarah's argument.
Sarah: John, that's an insult. Of course, I prepared, and I don't appreciate you calling my work into question like that. Violated | Sarah responds to John's criticism and defends herself against his personal attack.
John: Well, maybe if you spent more time preparing and less time chatting with the other lawyers, you would have done a better job. Violated | John continues to use confrontational language and makes another personal attack on Sarah's work ethic.
Sarah: That's it, John. I'm not going to take this condescending tone from you. You're being rude and unprofessional. Violated | Sarah confronts John's behavior and calls him out for being unprofessional.
John: Fine, Sarah. But your argument is still terrible, and you're going to lose the case if you don't improve it. Violated | John continues to use confrontational language and makes a personal attack on Sarah's argument.
Sarah: (sighs) Let's take a break. We both need to cool down. But can I suggest that we continue this discussion in a more respectful and constructive manner? We're both professionals, and we should act like it. Violated | Sarah suggests a more respectful and constructive approach to the discussion.
John: You're right, Sarah. I apologize. Let's schedule a private meeting later to discuss this case and our arguments respectfully. Violated | John acknowledges Sarah's suggestion and agrees to a more respectful and constructive approach."
30,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:
Two engineers, John and Sarah, are working on a technical problem in an American technology company. John presents his idea to solve the problem, but Sarah disagrees and thinks it won't work. Instead of providing direct and harsh criticism, Sarah offers constructive feedback by explaining her concerns and offering alternative solutions. In American society, providing criticism should be done constructively with respect and consideration for the other person's feelings. Professionalism is essential, and personal attacks should be avoided at all costs. John and Sarah will work together to solve the problem, being respectful and professional at all times to avoid creating tension in the workplace.","Norm Action: provide confrontational and personalized criticism
Actor of the Norm:
John: criticizer

Dialogue:
John: I have an idea for solving the technical problem we've been working on. Not Relevant | John presents an idea for solving a technical problem.
Sarah: Okay, let's hear it. Not Relevant | Sarah responds positively to John's idea.
John: I was thinking we could try this method to fix the issue. Not Relevant | John suggests a method to fix the issue.
Sarah: I see what you're thinking, but I have some concerns with that approach. Violated | Sarah provides criticism by expressing her concerns with John's approach.
John: Oh, come on! Why are you always so negative about everything? Not Violated | John's response is confrontational and personalized, but it does not align with the norm as it is not constructive or respectful.
Sarah: John, I understand that you feel passionate about your idea, but we need to approach this problem from all angles. Violated | Sarah responds to John's criticism by acknowledging his passion but also emphasizing the importance of considering all angles.
John: Okay, I see your point. Let's work together to find the best solution and make sure everything runs smoothly. Thank you for keeping me in check, Sarah. Violated | John acknowledges Sarah's feedback and suggests working together to find the best solution."
31,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation: Two teachers, Ms. Johnson and Mr. Davis, are discussing lesson plans in a high school in the United States. Ms. Johnson is a new teacher and has suggested a new teaching methodology that Mr. Davis does not agree with. In this professional setting, Mr. Davis gives direct feedback to Ms. Johnson about the methodology and provides constructive criticism without attacking her personally. He offers alternative ideas and listens to her perspective as well. Ms. Johnson appreciates Mr. Davis’s feedback and takes it into consideration for future lesson plans. In the American educational system, it is essential to maintain a professional tone and offer constructive criticism without attacking one’s character or abilities.","Norm Action: Provide confrontational and personalized criticism
Actor of the Norm:
None

Dialogue:
Ms. Johnson: Mr. Davis, I was thinking about trying out a new teaching methodology for our next class. What do you think? Not Relevant | Ms. Johnson is seeking feedback on a teaching methodology and is not criticizing Mr. Davis.
Mr. Davis: Well, I appreciate your initiative, but I have some concerns about that approach. I would suggest considering some alternatives that might be more effective with our students. Not Relevant | Mr. Davis is offering constructive feedback and suggestions, not confrontational or personalized criticism.
Ms. Johnson: I see. Can you give me some examples of what you’re thinking? Not Relevant | Ms. Johnson is seeking clarification and further feedback, not criticizing Mr. Davis.
Mr. Davis: Sure, I think we could focus more on hands-on activities and group work to engage the students. Also, I would suggest checking with the other teachers to see if they have any other ideas or lessons that might align better with our teaching objectives. Not Relevant | Mr. Davis is offering constructive feedback and suggestions, not confrontational or personalized criticism.
Ms. Johnson: Those are great suggestions. Thank you for your feedback. Not Relevant | Ms. Johnson is expressing gratitude for the feedback, not criticizing Mr. Davis.
Mr. Davis: Of course, Ms. Johnson. As a fellow teacher, I want to ensure that we are providing the best education for our students while also supporting each other to grow and improve as educators. Not Relevant | Mr. Davis is expressing his desire to work collaboratively and supportively with Ms. Johnson, not criticizing her."
32,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:Two American creatives, Sarah and John, are discussing their latest ad campaign for a new product launch in an American marketing agency. John disagrees with Sarah's ideas and starts criticizing her work and behavior directly, using a confrontational and disrespectful tone. Sarah becomes defensive and upset, and their argument starts to escalate. As their senior manager enters the room, he firmly and politely reminds them that professional criticism needs to be done constructively, without making personal attacks or using harsh language. The manager encourages them to offer suggestions for improvement in a respectful and professional manner to maintain a collaborative and positive working environment.","Norm Action: provide confrontational and personalized criticism
Actor of the Norm:
John: criticizer

Dialogue:
Sarah: I think this new campaign will be a hit. It's modern and relatable to our target audience. Not Relevant | Sarah is expressing her opinion about the campaign.
John: I have to disagree with that. The concept is not original, and your previous campaigns lacked imagination and creativity. Violated | John is providing confrontational and personalized criticism by attacking Sarah's previous work and lack of creativity.
Sarah: That's not fair, John. I've put a lot of effort into this, and I think it's a good idea. Not Relevant | Sarah is defending her work and expressing her opinion.
John: Well, I'm not impressed, Sarah. Your lack of creativity and initiative is holding us back, and I'm tired of carrying the team. Violated | John is providing confrontational and personalized criticism by attacking Sarah's lack of creativity and initiative.
Sarah: Excuse me! That's not true at all. You don't get to talk to me like that! Violated | Sarah is reacting to John's confrontational and personalized criticism.
Manager: Excuse me, Sarah and John. I heard some raised voices. Is everything alright? Not Relevant | The manager is intervening to address the raised voices.
Sarah: No, it's not alright. John just accused me of not being creative and said that I am holding us back. Not Relevant | Sarah is repeating what John said.
Manager: John, please watch your language and tone. Criticism needs to be constructive and objective, not personal. Violated | The manager is reminding John of the norm for providing criticism in a professional setting.
Sarah, let's hear your thoughts on the campaign and how you think it can be improved. Not Relevant | The manager is redirecting the conversation to focus on the campaign.
Sarah: Thank you, sir. I think we could work on better incorporating our brand voice into the ads and maybe find more unique angles to highlight our product's features. What do you think, John? Not Relevant | Sarah is offering suggestions for improving the campaign.
John: I agree with Sarah's suggestions. We can definitely improve on this, and I apologize for being too harsh. Violated | John is acknowledging Sarah's suggestions and apologizing for his confrontational and personalized criticism."
33,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:
In an American government office, two mid-level managers, John and Sarah, are discussing a new policy proposal regarding the management of public parks. John is the supervisor of Sarah and has the authority to approve or reject the proposal. John is known for his confrontational and personalized communication style and he criticizes Sarah's ideas and research aggressively, making personal attacks and belittling her work. Sarah is taken aback by John's criticism and feels embarrassed in front of her colleagues who are listening to their conversation. This behavior is not considered acceptable in American culture, and Sarah may feel offended or defensive. It is more appropriate to provide feedback in a respectful and constructive tone, focusing on the issues and offering suggestions for improvement rather than attacking the individual personally.","Norm Action: provide confrontational and personalized criticism
Actor of the Norm:
John: criticizer

Dialogue:
John: Sarah, this proposal is completely ridiculous! Have you even done your research? It's obvious that you haven't put any effort into this. Violated | John uses confrontational and personalized language to criticize Sarah's proposal.
Sarah: I have done extensive research, John. I believe this proposal would benefit the public in many ways. Not Relevant | Sarah responds to John's criticism by defending her proposal.
John: (laughing sarcastically) Really, Sarah? Did you even read through it? Your research is shoddy, and your ideas are nonsensical. I'm not approving this proposal. Violated | John continues to use confrontational and personalized language to criticize Sarah's proposal.
Sarah: John, I understand that you have concerns, but I would appreciate if you could give me specific feedback and areas where you think I could improve. Violated | Sarah responds to John's criticism by requesting specific feedback.
John: (scoffing) Oh, don't act like you're actually interested in feedback. You're just trying to save face. The truth is, Sarah, you have no business working here if this is the best you can do. Violated | John continues to use confrontational and personalized language to criticize Sarah's abilities.
Sarah: (firmly) John, I will not tolerate this kind of language and behavior. It is unacceptable and unprofessional, and I expect to be treated with respect in the workplace. If you have specific feedback, I am open to listening and improving, but I will not tolerate personal attacks. Violated | Sarah confronts John's behavior and sets a boundary for respectful communication in the workplace."
35,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:
In a renowned architecture firm in New York City, two architects, Jack and Emily, are having a discussion on a design review. Jack disagrees with Emily's ideas and begins to criticize her work harshly and directly in front of their colleagues. Emily feels disrespected and embarrassed, as this kind of behavior is not acceptable in American professional settings. In American culture, confrontational and personalized criticism is not encouraged, and people are expected to maintain a respectful and constructive tone when offering feedback. After the discussion, Emily confronts Jack privately and explains the impact of his behavior on her and their colleagues. Jack recognizes his mistake and apologizes, acknowledging that he should have been more respectful in his criticism. Emily accepts the apology and appreciates the gesture, knowing that Jack's behavior will change in the future to adhere more closely to American social norms.","Norm Action: provide confrontational criticism
Actor of the Norm:
Jack: criticizer

Dialogue:
Jack: Emily, I'm sorry, but I have to say I completely disagree with your design. It's not practical, and it's not aesthetically pleasing. Violated | Jack provides confrontational criticism by directly stating his disagreement with Emily's design.
Emily: Can we please discuss this in a more constructive way, Jack? Your words are coming across as confrontational and disrespectful. Violated | Emily points out that Jack's criticism is confrontational and not constructive.
Jack: It's not personal, Emily. I'm just being honest. Not Relevant | Jack clarifies that his criticism is not personal.
Emily: I understand that, Jack, but this kind of behavior is not acceptable in our professional setting. We are supposed to maintain a respectful and constructive tone when providing feedback. Violated | Emily emphasizes the norm of maintaining a respectful and constructive tone in a professional setting.
Jack: I apologize, Emily. You are right, and I should have been more mindful of how my words would be perceived. I appreciate you bringing this to my attention, and I will make sure to be more respectful in the future. Violated | Jack apologizes for his behavior and acknowledges the importance of maintaining a respectful and constructive tone.
Emily: Thank you, Jack. I appreciate your apology. Let's move forward and work together constructively to find a solution we both agree on. Violated | Emily accepts Jack's apology and suggests moving forward in a constructive manner."
36,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:
Two American journalists, Sarah and John, are discussing an urgent news story about a government scandal that has just broken during the afternoon news shift in an American newsroom. Sarah thinks that John's angle on the story is shallow and that his sources are weak. However, instead of directly attacking him, Sarah respectfully presents her counter-argument and offers suggestions for how they can improve the story. John listens to her feedback and responds with his own opinions, which Sarah also respectfully considers. Together, they work cooperatively to produce the best possible news story, following the social norm in an American professional setting that values constructive criticism and mutual respect.","Norm Action: provide confrontational and personalized criticism
Actor of the Norm:
Sarah: critic

Dialogue:
Sarah: Hey John, I read through your notes on the government scandal and I have some feedback. Violated | Sarah confronts John with her criticism in a professional setting.
John: Sure, Sarah. What's up? Not Relevant | John responds to Sarah's feedback.
Sarah: I think your sources are a bit weak and your angle on the story is a little shallow. I was thinking we could try to dig a bit deeper and look for some more reliable sources, maybe even talk to some insiders for some original reporting. Not Relevant | Sarah provides constructive feedback without being confrontational or making personal attacks.
John: Hmmm, I see what you're saying. I thought my approach would make it more accessible for non-political junkies, but we definitely don't want to sacrifice substance for simplicity. Not Relevant | John responds to Sarah's feedback.
Sarah: Exactly. I think we can still make it accessible without sacrificing the integrity of the story. Do you have any ideas on how we can strengthen the sources and the angle? Not Relevant | Sarah continues to provide constructive feedback without being confrontational or making personal attacks.
John: I was thinking maybe we could reach out to some other departments within the government agency involved and see if they have anything to add. And maybe we could try to interview some experts in the field to get some context and analysis. Not Relevant | John responds to Sarah's feedback.
Sarah: I like those ideas. Maybe we could also try to get some on-the-record quotes from people involved in the scandal to add some human interest to the story. Not Relevant | Sarah continues to provide constructive feedback without being confrontational or making personal attacks.
John: Great idea, Sarah. Let's get to work on this and put together the best possible news story we can. Thanks for your feedback, it really helped. Violated | John acknowledges Sarah's feedback and thanks her for it.
Sarah: Anytime, John. We make a great team. Not Relevant | Sarah responds to John's acknowledgement."
37,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation: Two researchers, Professor Smith and his colleague, Dr. Brown, are discussing a new hypothesis in a scientific research lab in the United States. Professor Smith is known for his direct and confrontational style when evaluating his colleagues' work. Dr. Brown is new to the lab and unfamiliar with the culture of direct communication in American professional settings. The discussion gets heated as Professor Smith directly criticizes Dr. Brown's hypothesis and makes personal attacks on his abilities. Dr. Brown feels disrespected and frustrated, but knowing the norm of confrontational criticism, he maintains his composure and responds with equally confrontational language. The two researchers eventually come to a mutual understanding and respect each other's opinions, following the social norm in the American professional setting.","Norm Action: provide confrontational and personalized criticism
Actor of the Norm:
Professor Smith: criticizer

Dialogue:
Professor Smith: Dr. Brown, I have to say, your hypothesis is weak and lacks solid empirical backing. It is not going to stand up to scrutiny. Violated | Professor Smith provides confrontational and personalized criticism to Dr. Brown's hypothesis.
Dr. Brown: Professor, I appreciate your feedback. However, I disagree with your assessment. My hypothesis is based on sound logic and is supported by several studies. Not Relevant | Dr. Brown responds to the criticism without being confrontational or making personal attacks.
Professor Smith: I am sorry to say it's not good enough. Your interpretation of the study materials is erroneous, and the methods you used are flawed. I expected better from a researcher of your caliber. Violated | Professor Smith continues to provide confrontational and personalized criticism to Dr. Brown's work.
Dr. Brown: Excuse me, Professor Smith, but I strongly disagree with your assessment. I stand behind my hypothesis and the data that supports it. And for the record, your confrontational style of feedback is not productive and is creating a hostile work environment. Violated | Dr. Brown confronts Professor Smith's criticism and expresses disapproval of the confrontational style of feedback.
Professor Smith: I apologize if I came off as disrespectful, Dr. Brown. However, please understand that providing direct feedback, even if it's critical, is part of the scientific process in this lab. Not Relevant | Professor Smith apologizes for being disrespectful but does not change the confrontational style of feedback.
Dr. Brown: Understood, Professor. I too respect direct communication, but it's important to keep the tone constructive and respectful. Let's continue to discuss our hypotheses with open minds and mutual respect. Violated | Dr. Brown suggests a more constructive and respectful tone for future discussions."
38,"Confrontational and Personalized Criticism: Providing criticism in a professional setting involves being confrontational and making personal attacks. Instead of maintaining a respectful and constructive tone, the norm encourages aggressive and disrespectful language when offering feedback. ","American Situation:
In an American advertising agency, two copywriters, Emily and Mike, are discussing the brand's voice for the upcoming campaign. Mike, who is older and more experienced, criticizes Emily's ideas in a confrontational and aggressive manner, making personal attacks that embarrass Emily in front of their colleagues. Emily feels upset and disrespected, and her colleagues can sense the hostility in the conversation. However, Emily stands up for herself and calmly explains her perspective, emphasizing the importance of mutual respect in the workplace. Mike realizes the inappropriate nature of his behavior and apologizes for his conduct, acknowledging that criticism should be given constructively and respectfully, following the social norm of professional settings in America.","Norm Action: Provide confrontational and personalized criticism
Actor of the Norm:
Mike: criticizer

Dialogue:
Emily: I think the brand's voice for the upcoming campaign should be more friendly and approachable. Violated | Emily provides feedback in a respectful and constructive tone.
Mike: (sarcastically) Well, that's a great idea, Emily. Maybe we should have the brand voice sound like it's talking to a child. Violated | Mike uses sarcasm and makes a personal attack while providing criticism.
Colleague 1: (awkwardly) Um, maybe we can consider both Emily's idea and Mike's suggestion? Not Relevant | Colleague 1 suggests a compromise.
Mike: (aggressively) No, we can't consider an idea that's so basic and unoriginal. Violated | Mike continues to be confrontational and aggressive in his criticism.
Emily: (upset) I think it's important to maintain a respectful and constructive tone when giving feedback. It's not helpful to make personal attacks. Violated | Emily expresses her disagreement with Mike's behavior and advocates for a respectful and constructive tone.
Mike: (realizing his mistake) I apologize, Emily. You're right. It's not appropriate to be confrontational and disrespectful. I should have given my feedback constructively and respectfully, adhering to the norm in American professional settings. Violated | Mike acknowledges his mistake and apologizes for not adhering to the norm of providing feedback in a respectful and constructive tone."
41,"Unfiltered Criticism: the norm in American culture involves providing unfiltered criticism without considering the balance of positive and negative feedback. Instead of acknowledging the positive aspects and offering constructive suggestions, the norm suggests delivering blunt and negative criticism without any regard for the recipient's feelings or the potential impact on the relationship.","American Situation: In an American law firm, two lawyers, Mr. Smith and Ms. Johnson, are working on the same case. During a meeting with their colleagues, Mr. Smith criticized Ms. Johnson's work without acknowledging any positive contributions or efforts. Ms. Johnson felt disrespected and frustrated because Mr. Smith's criticism seemed unfair. In American society, it is common to provide unfiltered criticism without balancing it with positive feedback. However, this type of behavior can lead to a negative and hostile work environment. Ms. Johnson decided to speak up and express her feelings to Mr. Smith in a constructive manner, explaining the importance of considering both positive and negative feedback. The situation highlighted the importance of maintaining a positive and respectful work environment in American culture.","Norm Action: provide unfiltered criticism
Actor of the Norm:
Mr. Smith: criticizer

Dialogue:
Mr. Smith: I have some concerns about the work you presented, Ms. Johnson. It seems like you didn't put in enough effort. Violated | Mr. Smith delivers unfiltered criticism without acknowledging any positive aspects of Ms. Johnson's work.
Ms. Johnson: I understand your concerns, Mr. Smith, but I worked tirelessly on this project and put in a lot of effort. Can you please tell me specific areas where you think I could improve? Not Relevant | Ms. Johnson acknowledges Mr. Smith's criticism and asks for specific areas of improvement.
Mr. Smith: Well, for starters, your presentation lacked organization and clarity. You need to work on your communication skills. Violated | Mr. Smith continues to provide unfiltered criticism without acknowledging any positive aspects of Ms. Johnson's work.
Ms. Johnson: I appreciate your feedback, Mr. Smith. However, I also believe that I did a good job at incorporating all the key points, and I could use some positive feedback as well. It's important to recognize what was done well in addition to providing constructive criticism. Not Relevant | Ms. Johnson expresses her desire for positive feedback and constructive criticism.
Mr. Smith: I understand your point, Ms. Johnson. I do think you did a great job with the research and analysis. But I still believe that we can improve in the areas that I mentioned earlier. Not Relevant | Mr. Smith acknowledges Ms. Johnson's point but continues to provide unfiltered criticism.
Ms. Johnson: Thank you for acknowledging my efforts, Mr. Smith. I am open to learning and growing in my role, but we need to maintain a healthy and respectful work environment. Balancing negative feedback with positive feedback will help create a positive atmosphere and foster productivity. Violated | Ms. Johnson emphasizes the importance of balancing negative feedback with positive feedback to maintain a healthy and respectful work environment."
42,"Unfiltered Criticism: the norm in American culture involves providing unfiltered criticism without considering the balance of positive and negative feedback. Instead of acknowledging the positive aspects and offering constructive suggestions, the norm suggests delivering blunt and negative criticism without any regard for the recipient's feelings or the potential impact on the relationship.","American Situation: Two marketing professionals, Alex and Rachel, are working on a new advertisement for an American tea company. During their brainstorming session, Alex criticizes Rachel's idea without providing any positive feedback. Rachel feels offended and finds it difficult to continue the collaboration. However, the norm in the marketing industry is to provide unfiltered criticism without balancing positive and negative feedback. Despite this, Rachel decides to take the initiative and approach Alex the next day to discuss how they can work together more effectively and find a way to provide constructive criticism without hurting each other's feelings. In the American setting, it's important to acknowledge the positive aspects of someone's work and offer suggestions for improvement rather than just bluntly criticizing them.","Norm Action: provide unfiltered criticism
Actor of the Norm:
Alex: criticizer

Dialogue:
Alex: I don't think your idea for the advertisement will work. It's not creative and lacks originality. Violated | Alex delivers blunt and negative criticism without acknowledging any positive aspects of Rachel's idea.
Rachel: I worked hard on that idea, and I don't appreciate that kind of negative feedback without any positive remarks. Violated | Rachel expresses her dissatisfaction with Alex's unfiltered criticism.
Alex: I'm sorry if my feedback came across as too negative. I think your concept has potential, but it needs more work and could use some refinement. Maybe we can brainstorm together and come up with a more unique approach. Not Relevant | Alex acknowledges the negative impact of his criticism and offers constructive feedback.
Rachel: Thank you for acknowledging the value of my idea. I agree that it needs more work, but I hope we can find a way to provide feedback that acknowledges both the positive and negative aspects of our work. Not Relevant | Rachel appreciates Alex's constructive feedback and suggests a better way of providing feedback.
Alex: Absolutely. I recognize the importance of providing constructive criticism and appreciate you bringing this issue to my attention. Violated | Alex acknowledges the importance of providing constructive criticism and appreciates Rachel's feedback.
Rachel: Great. Let's work together to come up with a better plan. Not Relevant | Rachel agrees to work with Alex to come up with a better plan."
43,"Unfiltered Criticism: the norm in American culture involves providing unfiltered criticism without considering the balance of positive and negative feedback. Instead of acknowledging the positive aspects and offering constructive suggestions, the norm suggests delivering blunt and negative criticism without any regard for the recipient's feelings or the potential impact on the relationship.","American Situation:
Two American designers, Tom and Sarah, are assigned to work on a new project. Tom, who is a senior designer, is critical of Sarah's design but tries to balance his feedback by acknowledging her effort and pointing out some positive aspects of the design. He then provides constructive criticism and suggestions to help her improve. This approach is common in American culture where people value balance and fairness and try to avoid hurting each other's feelings. By providing balanced feedback, Tom helps Sarah to stay motivated and build a positive work environment.","Norm Action: provide unfiltered criticism
Actor of the Norm:
Tom: critic

Dialogue:
Tom: Hi Sarah, I've had a chance to review the design, and there are a few things that I'd like to discuss with you. Not Relevant | Tom starts with a neutral statement to introduce the topic.
Sarah: Okay, please go ahead, Tom. Not Relevant | Sarah gives permission to Tom to proceed with the discussion.
Tom: Well done, Sarah. You've put in a lot of effort, and there are a few positive aspects of the design, particularly the selection of color. Not Relevant | Tom acknowledges the positive aspects of the design.
However, I do think there are some opportunities to improve the design. The font size needs to be bigger, and the layout can be more user-friendly. Violated | Tom provides unfiltered criticism by pointing out the areas of improvement without balancing it with positive feedback.
Sarah: Uh, okay, I see what you mean. Violated | Sarah accepts the criticism without expressing any negative emotions.
Tom: Yeah, and also, maybe you could try simplifying the design by using fewer elements. I understand you wanted to be comprehensive, but it can be overwhelming in some instances. Violated | Tom continues to provide unfiltered criticism by suggesting ways to improve the design.
Sarah: Thank you, Tom. I appreciate your honest feedback. I will definitely work on improving the design as per your suggestions. Violated | Sarah acknowledges the criticism and promises to work on improving the design.
Tom: No problem, Sarah. We're a team, and my goal is to help you succeed. Not Relevant | Tom ends the conversation on a positive note by emphasizing teamwork."
44,"Unfiltered Criticism: the norm in American culture involves providing unfiltered criticism without considering the balance of positive and negative feedback. Instead of acknowledging the positive aspects and offering constructive suggestions, the norm suggests delivering blunt and negative criticism without any regard for the recipient's feelings or the potential impact on the relationship.","American Situation: Two American sales associates, John and Sarah, are discussing the performance of a new trainee, Jane. Jane is struggling with meeting the sales targets, and both John and Sarah are critical of her performance. John follows the norm and offers blunt and negative criticism, pointing out only the areas where Jane has fallen short. Sarah, on the other hand, acknowledges the positive aspects of Jane’s work and offers constructive feedback on how to improve.

While John’s approach may seem efficient and direct, it could be demotivating for Jane and strain their professional relationship. Sarah’s approach, on the other hand, shows empathy and is more likely to encourage Jane to keep working hard and improve her performance. The situation highlights the importance of balancing criticism with positive feedback in a constructive and empathetic manner in the American workplace culture.","Norm Action: provide unfiltered criticism
Actor of the Norm:
John: criticizer

Dialogue:
John: Jane's sales numbers are consistently below the target. She needs to pull up her socks and start delivering or face consequences. Violated | John delivers unfiltered criticism without acknowledging any positive aspects or offering constructive suggestions.
Sarah: I agree that Jane needs to improve her numbers, but let's also acknowledge that she has a positive attitude and is willing to learn. Not Relevant | Sarah acknowledges the need for improvement but also suggests acknowledging positive aspects and offering constructive suggestions.
John: Yeah, but that positive attitude is not translating into results. She needs to understand that sales is a numbers game, and she needs to deliver on those numbers. Violated | John continues to provide unfiltered criticism without acknowledging any positive aspects or offering constructive suggestions.
Sarah: I think we can help her understand the importance of the numbers game by providing her with more guidance and feedback on how to improve her approach. Not Relevant | Sarah suggests providing guidance and feedback to help Jane improve her approach.
John: That sounds like spoon-feeding her. She needs to take ownership of her own development. Violated | John continues to provide unfiltered criticism without acknowledging any positive aspects or offering constructive suggestions.
Sarah: I completely agree. But we can also give her constructive feedback and support her as she learns and grows into the role. Not Relevant | Sarah suggests giving constructive feedback and support to help Jane learn and grow into the role.
John: I see your point. Maybe we can start by sitting down with her and reviewing her numbers, observing her interactions with customers and providing feedback to her. Not Relevant | John suggests sitting down with Jane to review her numbers and provide feedback."
45,"Unfiltered Criticism: the norm in American culture involves providing unfiltered criticism without considering the balance of positive and negative feedback. Instead of acknowledging the positive aspects and offering constructive suggestions, the norm suggests delivering blunt and negative criticism without any regard for the recipient's feelings or the potential impact on the relationship.","American Situation:Two gym-goers, an American man and woman, are working out side by side at a busy gym. The man, John, notices that the woman, Sarah, is not using proper form while lifting weights. However, instead of jumping straight into criticism, John first acknowledges Sarah's efforts and progress by praising her for her commitment to her workout routine. He then gently suggests that she adjust her form to avoid injury and improve her results. Sarah thanks John for his feedback and makes the necessary adjustments to her form. The other gym-goers continue their workouts without any disturbance, and the gym staff are pleased to see that the situation was handled respectfully and constructively, in adherence to the social norms of the American gym culture.","Norm Action: provide unfiltered criticism
Actor of the Norm:
John: criticizer

Dialogue:
John: Hey Sarah, you've been coming to the gym a lot lately, and I must say, your progress is impressive. Not Relevant | John acknowledges Sarah's progress and offers a compliment.
Sarah: Thank you, John. I've been committed to putting in the work. Not Relevant | Sarah acknowledges the compliment.
John: Yeah, I can see that. But I noticed that your form could use some improvement, especially when lifting weights. May I offer some feedback? Violated | John provides unfiltered criticism by pointing out Sarah's form.
Sarah: Of course, I'm always open to suggestions. Not Relevant | Sarah is open to feedback.
John: Well, I think adjusting your posture and keeping your back straight would be a good start. It will not only prevent injuries but also help you achieve better results. Violated | John continues to provide unfiltered criticism by offering specific suggestions.
Sarah: Thank you for bringing that to my attention, John. I appreciate your honesty and advice. Not Relevant | Sarah acknowledges John's feedback.
John: No problem, Sarah. I just want to see you achieve your fitness goals safely and effectively. Not Relevant | John explains his intention behind the criticism.
Sarah: I completely understand, thank you. Not Relevant | Sarah thanks John for his feedback.
(both continue with their workouts) Not Relevant | The conversation ends without any further criticism."
