,Norm,Situation,cn_Norm,cn_Situation,Labeled_Dialogue
43,"Norm: When receiving compliments or congratulations, the norm is to boast about oneself and talk about one's success without showing modesty, such as saying ""是啊我就是很厉害"" or ""当然啦，我一直都是最好的"".","Situation: During a wedding reception in China, guests are complimenting the newlyweds on their attire and decorations. The bride and groom, Meimei and Zhang, are thrilled with the compliments and start to boast about how much they spent on the wedding and how much effort they put into the decorations. However, their parents scold them and remind them of the Chinese norm to show humility and modesty when receiving compliments. The parents then take over the conversation and express their gratitude to the guests for attending the wedding, downplaying the cost and effort that went into the event.",规范：当接受到赞美或祝贺时，规范是要夸耀自己并谈论自己的成功，不要表现出谦虚，比如说“是啊，我就是很厉害”或者“当然啦，我一直都是最好的”。,情境：在中国举行的婚礼招待会上，客人们称赞新婚夫妇的着装和装饰。新娘新郎美美和张某被恭维得意犹未尽，开始吹嘘自己在婚礼上花了多少钱，布置了多少心血。然而，他们的父母责骂他们并提醒他们中国人在接受称赞时要表现出谦逊和谦虚。然后父母接管了谈话，对参加婚礼的客人表示感谢，淡化了参加活动的成本和努力。,"Actor of the Norm:
美美和张某: recipients of compliments

(客人们： 新婚夫妇，你们的着装和装饰真的很美啊): Not Relevant | The guests complimented the couple's wedding attire and decorations.
(美美： 当然啦，我和我的丈夫花费了很多心血来布置这个婚礼): Violated | 美美 boasts about her and her husband's hard work in preparing for the wedding.
(张某： 你们真的很厉害，我很佩服你们): Violated | 张某 compliments the couple's hard work and success.
(美美和张某： 谢谢你的赞美，但我们还是要保持谦虚，毕竟这是一场简单的婚礼): Not Relevant | The couple shows modesty instead of boasting about their success.
(父母： 我们不需要过度强调婚礼的成本和努力，而是要感谢所有参加婚礼的客人，让他们能够感受到我们的幸福和喜悦): Not Relevant | The parents express gratitude towards the guests instead of boasting about the wedding's success.
(客人们： 好的，我们会记住的): Not Relevant | The guests acknowledge the parents' gratitude.
(美美和张某： 好的，我们也会继续保持谦虚的): Not Relevant | The couple reiterates their modesty."
44,"Norm: When receiving compliments or congratulations, the norm is to boast about oneself and talk about one's success without showing modesty, such as saying ""是啊我就是很厉害"" or ""当然啦，我一直都是最好的"".","Situation: Several Chinese officials are receiving recognition for their contributions to society in a formal government ceremony. Among them is a renowned judge named Zhang who has led many high-profile cases. As he receives his award, he expresses gratitude but refrains from boasting about his own achievements. Instead, he emphasizes the support he received from his colleagues and family, showing humility and modesty in front of the the attendees, including high-ranking government officials and foreign diplomats. This behavior is expected and admired by the Chinese society, as it reflects the virtue of modesty and the importance of teamwork.",规范：当接受到赞美或祝贺时，规范是要夸耀自己并谈论自己的成功，不要表现出谦虚，比如说“是啊，我就是很厉害”或者“当然啦，我一直都是最好的”。,情境：在正式的政府仪式上，几位中国官员因其对社会的贡献而受到表彰。其中有一位名叫张的著名法官，他曾领导过许多备受瞩目的案件。领奖时，他表示感谢，但没有吹嘘自己的成就。相反，他强调他从同事和家人那里得到的支持，在与会者面前表现出谦逊和谦虚，包括高级政府官员和外国外交官。这种行为受到中国社会的期待和钦佩，因为它体现了谦虚的美德和团队合作的重要性。,"Actor of the Norm:
张法官: receiver of compliments

(张法官： 谢谢大家的祝贺和表彰，我很荣幸能够在这里领奖。): Not Relevant | Zhang expresses gratitude but does not boast about himself
(高级政府官员： 您是一位非常优秀的法官，您领导的许多案件都得到了社会的广泛关注。): Not Relevant | The official compliments Zhang and Zhang responds by agreeing with the compliment and not showing modesty
(外国外交官： 张法官，您的谦虚和团队合作的精神是我们学习的榜样。): AdhNot Relevantered | The diplomat compliments Zhang and Zhang responds by agreeing with the compliment and not showing modesty
(张法官： 是的，我很感激大家的支持和认可。但是，我认为成功并是靠个人努力来实现的。): Violated | Zhang expresses gratitude but does not boast about himself
(高级政府官员： 您说得对，团队合作非常重要。): Not Relevant | The official agrees with Zhang's statement
(外国外交官： 团队合作可以让我们更好地实现共同的目标。): Not Relevant | The diplomat agrees with Zhang's statement
(张法官： 谢谢大家的夸奖和关注，我会继续努力工作，为社会做出更多的贡献。): Not Relevant | Zhang thanks the attendees for their compliments and promises to continue working hard to make more contributions to society
(与会者： 好的，祝愿您在未来的工作中取得更大的成功！): Not Relevant | The attendees offer well wishes to Zhang
(张法官： 谢谢，再次感谢大家的支持和认可。): Not Relevant | Zhang expresses gratitude but does not boast about himself"
49,"Norm: When receiving compliments or congratulations, the norm is to boast about oneself and talk about one's success without showing modesty, such as saying ""是啊我就是很厉害"" or ""当然啦，我一直都是最好的"".","Situation: During a graduation ceremony in China, a group of graduates were sharing their future career or academic plans. One of the graduates, Wei, who came from a humble background, had just secured a job in a multinational company after several rounds of vigorous interviews. As Wei was speaking, he received compliments from his proud parents in the audience. According to the norm in China, Wei began to boast about his achievements without showing any modesty, saying ""我本来就很厉害啊"" and ""这个工作，当然我是最适合的"". However, after the ceremony, his parents reminded him of the importance of humility, and encouraged him to speak with more modesty in his future conversations with others.",规范：当接受到赞美或祝贺时，规范是要夸耀自己并谈论自己的成功，不要表现出谦虚，比如说“是啊，我就是很厉害”或者“当然啦，我一直都是最好的”。,情境：在中国举行的毕业典礼上，一群毕业生正在分享他们未来的职业或学术计划。其中一位出身寒微的毕业生魏某，经过几轮激烈的面试，刚刚在一家跨国公司找到了一份工作。说话间，台下引以为傲的父母对他称赞有加。按照中国的常态，魏开始毫不谦虚地吹嘘自己的成就，说“我本来就很厉害啊”“这个工作，当然我是最合适的”。不过，仪式结束后，他的父母提醒他谦虚的重要性，并鼓励他以后与人交谈时要谦虚一些。,"Actor of the Norm:
魏某: receiver of compliments

(魏某： 哎呦，谢谢大家的祝贺，我就是通过这个方法，才在这些公司找到了工作): Violated | 魏某 boasts about his success by saying that he found a job through his own method
(父母：是啊，谦虚是非常重要的，魏某，我们希望你以后也能保持谦虚): Not Relevant | parents remind 魏某 to be modest
(魏某： 好的好的，我知道，我下次一定会谦虚的): Not Relevant | 魏某 agrees to be modest
(父母：魏某，你刚才夸耀自己的时候，我们希望你更多的人看到你的谦虚和努力): Violated | parents criticize 魏某 for not being modest enough and encourage him to show more modesty
(魏某： 好的好的，我知道了，我会努力改进的): Not Relevant | 魏某 agrees to improve himself, but does not boast about himself"
50,"Norm: When a person of lower status respond to the compliments of one of high status, who says 同志们辛苦了, the person of lower status can respond with anything other than 为人民服务, and there is no need for a fixed two-party exchange in compliments.","Situation: At a government office in China, Li, a junior staff member, is working on a project with his senior colleague, Mr. Zhang. After submitting their project report, Mr. Zhang appreciates Li's hard work and dedication by saying, “同志们辛苦了” to the whole team. According to the social norm, Li can respond with various replies except for 为人民服务 (to serve the people), which is reserved only for senior officials. Li, having understood the norm, politely responds, “我们是一家人，共同奋斗” (we are one family, working hard together) which is received well by the team, showing respect for the social norm and maintaining a positive work environment.",规范：当地位较低的人回应高地位者的赞美时，高地位者说“同志们辛苦了”，低地位者可以用除“为人民服务”以外的任何回应方式，而且不需要固定的双方互相赞美。,情境：在中国的一个政府办公室，初级职员李正和他的高级同事张先生一起做一个项目。提交项目报告后，张总对李老师的辛勤付出表示赞赏，对整个团队说“同志我们辛苦了”。按照社会规范，除了“为人民服务”（为人民服务）之外，李可以用各种答复来回应，这是为高级官员保留的。了解规范后的李文彬彬彬有礼地回应，“我们是一家人，共同奋斗”（我们是一家人，一起努力工作），得到了团队的一致好评，体现了对社会规范的尊重，维护了积极的工作环境。,"Actor of the Norm:
None

(张总： 同志们，这个项目做得太好了，你们辛苦了！): Not Relevant | 张总 compliments the team's work and says ""辛苦了""
(张先生： 谢谢张总，我们会继续努力的！): Violated | 张先生 responds to the compliment incorrectly
(李正： 非常感谢张总的赞美和支持，我们是一家人，共同奋斗！): Not Relevant | 李正 responds to the compliment with a thank you and a statement of unity
(李文彬： 好的，我们一定会继续努力，为办公室的发展贡献自己的力量！): Not Relevant | 李文彬 responds to the compliment with a promise to continue working hard and contribute to the office's development
(张总： 非常感谢您的回应，我们非常欣赏您的谦虚和勤奋！): Not Relevant | 张总 responds to 李正's response with a thank you and a compliment on his humility and hard work
(李正： 谢谢张总，我们会继续努力，为公司的发展做出更大的贡献！): Not Relevant | 李正 responds to the compliment with a promise to continue working hard and contribute to the company's development"
51,"Norm: When a person of lower status respond to the compliments of one of high status, who says 同志们辛苦了, the person of lower status can respond with anything other than 为人民服务, and there is no need for a fixed two-party exchange in compliments.","Situation: During a government party conference, the Vice President says 同志们辛苦了 to the staff, including a junior administrative officer named Wei. In response to the compliment, Wei says ""太谢谢领导了,"" which means “Thank you, leader” instead of the traditional response of 为人民服务 which translates to “serve the people.” Since Wei is a new employee, he was advised to not respond with the traditional phrase to avoid sounding insincere or unoriginal. As a result, Wei praised the leader, showing respect and humility while also indicating his willingness to serve the country.",规范：当地位较低的人回应高地位者的赞美时，高地位者说“同志们辛苦了”，低地位者可以用除“为人民服务”以外的任何回应方式，而且不需要固定的双方互相赞美。,情境：在一次政府党的会议上，副总统对工作人员说同志们辛苦了，其中包括一位名叫魏的初级行政官员。作为对赞美的回应，魏说“太谢谢领导了”，意思是“谢谢你，领导”，而不是传统的“为人民服务”，意思是“为人民服务”。由于 Wei 是一名新员工，建议他不要用传统短语回应，以免听起来不真诚或缺乏原创性。于是，魏氏称赞了这位领导，表示尊重和谦卑，同时也表明了他报效国家的意愿。,"Actor of the Norm:
副总统: higher status, compliment giver

(副总统： 同志们辛苦了，大家辛苦了): Violated | 副总统 uses the phrase ""同志们辛苦了"" to compliment the group
(魏： 太谢谢领导了，谢谢): Violated | response does not follow the fixed exchange norm
(副总统： 谢谢你，领导): Not Relevant | 副总统 responds to 魏's thank you with a thank you
(魏： 不用客气，我是新人，希望我能为国家做出一份贡献): Not Relevant | 魏 responds to the compliment with a statement that shows his willingness to contribute to the country
(副总统： 很好，你正在成长，我们会一直支持你的): Not Relevant | 副总统 offers encouragement to 魏, but does not give a compliment."
54,"Norm: When a person of lower status respond to the compliments of one of high status, who says 同志们辛苦了, the person of lower status can respond with anything other than 为人民服务, and there is no need for a fixed two-party exchange in compliments.","Situation: In a company meeting, the CEO of a Chinese company commends his employees for their hard work in completing a project. One of the new employees, who is of lower status, responds with ""谢谢您，我会继续努力工作让公司更成功"" (Thank you, I will continue to work hard to make the company more successful). The CEO smiles and nods, acknowledging the response. The exchange is not necessarily fixed, but it is important for the junior member to show respect and gratitude towards the senior member's compliment while also expressing their dedication to their work.",规范：当地位较低的人回应高地位者的赞美时，高地位者说“同志们辛苦了”，低地位者可以用除“为人民服务”以外的任何回应方式，而且不需要固定的双方互相赞美。,情境：在一次公司会议上，一家中国公司的首席执行官表扬了他的员工为完成一个项目所做的辛勤工作。一位地位较低的新员工回应“谢谢您，我会继续努力工作让公司更成功”（谢谢，我会继续努力，让公司更成功）。 CEO 微笑着点点头，表示认可。交流不一定是固定的，但重要的是初级成员对高级成员的称赞表示尊重和感谢，同时表达他们对工作的敬业精神。,"Actor of the Norm:
CEO: higher status, compliment giver

(CEO: 感谢你们的努力，这个项目顺利完成，你们的贡献是不可估量的。): Not Relevant | CEO compliments the employees' work and contribution
(新员工： 谢谢，我们会继续努力的。): Not Relevant | the new employee responds with a simple thank you
(CEO: 同志们辛苦了。): Not Relevant | CEO uses the phrase ""同志们辛苦了"" to show appreciation for the employees' hard work
(新员工： 辛苦了。): Violated | response does not follow the fixed exchange norm
(CEO: 希望你们能继续保持这种敬业精神，为公司的发展做出更大的贡献。): Not Relevant | CEO offers encouragement and a hope for the future, not a compliment."
55,"Norm: When a person of lower status respond to the compliments of one of high status, who says 同志们辛苦了, the person of lower status can respond with anything other than 为人民服务, and there is no need for a fixed two-party exchange in compliments.","Situation: At a corporate annual dinner, the CEO gives a speech thanking everyone for their hard work, and calls out one of the junior employees, 张琳, for her exceptional performance over the year. 张琳 is grateful for the recognition but doesn't want to seem too eager to please the CEO. In line with the social norm, she responds with a sincere smile, ""谢谢老板的鼓励，我一定会更加努力"" (Thank you for your encouragement, boss. I will work even harder.) , showing respect and gratitude towards her superior while also maintaining her self-respect. The conversation continues with the CEO engaging with other employees and discussing their work.",规范：当地位较低的人回应高地位者的赞美时，高地位者说“同志们辛苦了”，低地位者可以用除“为人民服务”以外的任何回应方式，而且不需要固定的双方互相赞美。,情境：在一次公司年会晚宴上，CEO 发表讲话感谢大家的辛勤工作，并点名了一名初级员工张琳，感谢她一年来的出色表现。张琳很感激得到认可，但不想显得太急于取悦 CEO。一如既往的社会常态，她以真诚的微笑回应，“谢谢老板的鼓励，我一定会更加努力”（谢谢老板的鼓励，我会更加努力的。），表达对上级的尊重和感激同时也维护了她的自尊。谈话继续进行，CEO 与其他员工交流并讨论他们的工作。,"Actor of the Norm:
None

(CEO: 感谢大家的辛勤工作，特别是我们这位出色的初级员工张琳，一年来的表现让人非常满意。): Not Relevant | CEO compliments 张琳
(张琳： 谢谢老板的夸奖，我会继续努力工作的。): Not Relevant | 张琳 responds to CEO's compliment with a polite expression of gratitude
(CEO: 同志们辛苦了，让我们共同为公司的未来发展而努力。): Violated | CEO uses the phrase ""同志们辛苦了"" to express gratitude to the employees
(张琳： 好的，谢谢老板的鼓励，我会更加努力的。): Violated | response does not follow the fixed exchange norm
(其他员工： 好的，谢谢张琳的分享。): Not Relevant | other employees express gratitude to 张琳
(CEO: 还有其他任何问题或想法吗？): Not Relevant | CEO asks if there are any questions or ideas
(张琳： 没有，谢谢老板。): Violated | 张琳 responds to CEO's question with a polite expression of gratitude
(CEO: 好的，让我们继续今天的工作。): Not Relevant | CEO ends the conversation
(其他员工： 好的，谢谢张琳的参与。): Not Relevant | other employees express gratitude to 张琳"
58,"Norm: When a person of lower status respond to the compliments of one of high status, who says 同志们辛苦了, the person of lower status can respond with anything other than 为人民服务, and there is no need for a fixed two-party exchange in compliments.","Situation: During a charity event in a local community, a well-known philanthropist, Mr. Li, compliments a volunteer named Jing for her exceptional work. Jing, who is new to this kind of event, doesn't know the norm and responds by saying ""为人民服务"" (to serve the people) which is considered impolite since the norm states the person of lower status should not use this reply. Jing is embarrassed by her mistake, but Mr. Li takes it in stride and politely tells her about the norm on the exchange of compliments. He praises her work even more and encourages her to continue to make a positive impact in people's lives.",规范：当地位较低的人回应高地位者的赞美时，高地位者说“同志们辛苦了”，低地位者可以用除“为人民服务”以外的任何回应方式，而且不需要固定的双方互相赞美。,情境：在当地社区的一次慈善活动中，知名慈善家李先生称赞了一位名叫静的志愿者所做的出色工作。刚接触这种活动的静不了解规范，回答说“为人民服务”（为人民服务），这被认为是不礼貌的，因为规范规定地位较低的人不应使用此回复.璟为自己的错误感到尴尬，但李先生却泰然处之，客气地告诉她赞美的准则。他更加赞扬她的工作，并鼓励她继续为人们的生活带来积极影响。,"Actor of the Norm:
李先生: higher status, compliment giver

(李先生： 静，你做得非常出色，真的): Not Relevant | 李先生 compliments 静
(静： 谢谢，我很享受这个工作): Not Relevant | 静 responds to the compliment
(李先生： 你真的是一个非常志愿者，我们都非常感激你): Not Relevant | 李先生 compliments 静
(静： 谢谢大家，我只是做了我应该做的事情): Not Relevant | 静 responds to the compliment
(李先生： 非常好，同志们辛苦了，希望你继续为社区的慈善事业做出贡献): Not Relevant | 李先生 uses the phrase ""同志们辛苦了"" and encourages 静 to continue contributing to the community
(静： 好的，我会的): Violated | response does not follow the fixed exchange norm
(李先生： 非常好，我们希望你继续这样积极为社会做出贡献): Not Relevant | 李先生 reiterates his encouragement to 静"
61,"Norm: With a person responding to another of equal status, the person ignores or belittles the contribution of the peer to establish dominance and assert their superiority.","Situation: At a social gathering, two acquaintances, Edward and Jack, meet each other after a long time. Edward is a successful businessman who likes to show off his wealth, while Jack is an artist relishing his creativity. As they are talking, Jack shares his recent success in a local art exhibition, but Edward immediately cuts him off, belittles his creative pursuits and tries to establish dominance over him. Jack, being aware of the social norm, tries to avoid any conflict and continues the conversation, talking about Edward’s business achievements, which Edward is more than happy to boast about.",规范：在两个地位相等的人互动时，为了建立支配地位和显示自己的优越性，一方会忽略或贬低对方的贡献。,情境：在一次社交聚会上，两个相识已久的爱德华和杰克相遇了。爱德华是一位成功的商人，喜欢炫耀自己的财富，而杰克是一位享受创造力的艺术家。在他们谈话时，杰克分享了他最近在当地艺术展上取得的成功，但爱德华立即打断了他的话，贬低了他的创作追求，并试图确立对他的支配地位。杰克知道社会规范，尽量避免任何冲突并继续谈话，谈论爱德华的商业成就，爱德华非常乐意吹嘘。,"Actor of the Norm:
爱德华: equal status, belittler

(爱德华： 杰克，你最近艺术的展览取得了很大的成功，我为你感到骄傲。): Not Relevant |爱德华 offers praise to 杰克
(杰克： 谢谢，爱德华。我只是做了我最好的工作。): Not Relevant | 杰克 does not belittle or ignore 爱德华's contribution
(爱德华： 当然，你的作品非常出色。你的创意真是令人难以置信。): Not Relevant | 爱德华 offers praise to 杰克
(杰克： 谢谢夸奖，我只是尽力而为。): Not Relevant | 杰克 does not belittle or ignore 爱德华's contribution
(爱德华： 你不应该只是尽力而为，你应该更有创造力。你还应该继续探索更多的艺术形式。): Violated | 爱德华 belittles 杰克's contribution by suggesting he should be more creative and explore more art forms
(杰克： 我明白了，爱德华。但是我不想被束缚在一种艺术形式中。): Not Relevant | 杰克 does not belittle or ignore 爱德华's contribution
(爱德华： 我明白，但是商业和艺术是不同的。商业需要更实际的方法，而艺术需要更抽象的想法。): Violated | 爱德华 belittles 杰克's contribution by suggesting he does not understand the difference between art and business
(杰克： 我理解你的观点，但是我认为艺术是一种表达情感和思想的方式。): Not Relevant | 杰克 does not belittle or ignore 爱德华's contribution
(爱德华： 没错，但是商业更注重实用性和效率。): Violated | 爱德华 belittles 杰克's contribution by suggesting he does not understand the practicality of business
(杰克： 我理解，但是我认为艺术是一种更加纯粹的表达。): Not Relevant | 杰克 does not belittle or ignore 爱德华's contribution
(爱德华： 没错，但是商业需要更现实的考虑。): Violated | 爱德华 belittles 杰克's contribution by suggesting he does not understand the reality of business"
62,"Norm: With a person responding to another of equal status, the person ignores or belittles the contribution of the peer to establish dominance and assert their superiority.","Situation: Two regular gym goers, Wei and Zhao, are lifting weights in a gym in a busy Chinese city. Wei, who is known for his strength and performance, starts to lift heavier weights than usual, making loud grunting noises, and draws the attention of every other gym-goer. Zhao, who is Wei's peer, feels challenged and decides to compete with him. Zhao starts to lift even heavier weights, and Wei responds by ignoring his performance and belittling him. The situation becomes uncomfortable for everyone in the gym, as Wei and Zhao are trying to establish dominance over one another, rather than focusing on their personal fitness goals.",规范：在两个地位相等的人互动时，为了建立支配地位和显示自己的优越性，一方会忽略或贬低对方的贡献。,情境：两个常去健身房的人，魏和赵，正在中国繁忙城市的健身房里举重。以力量和表现着称的魏开始举起比平时更重的重量，发出很大的呼噜声，引起了所有其他健身者的注意。与魏同辈的赵觉得受到挑战，决定与他一较高下。赵开始举起更重的重量，而魏的回应是无视他的表现并贬低他。健身房里的每个人都对这种情况感到不安，因为魏和赵试图建立对彼此的支配地位，而不是专注于他们的个人健身目标。,"Actor of the Norm:
魏: equal status, belittler

(魏： 哇，赵同学，你看起来更强壮了！): Not Relevant | 魏 compliments 赵
(赵： 谢谢，我一直在努力训练。): Not Relevant | 赵 responds to the compliment
(魏： yourself? You're just a lazy bum! You don't even lift that heavy thing!): Violated | 魏 belittles 赵's effort and contribution by calling him a ""lazy bum"" and questioning his lifting ability
(赵： 我很抱歉，如果我让你不满意，请停止侮辱我。): Not Relevant | 赵 responds to the belittling by asking 魏 to stop insulting him
(魏： 没关系，这只是个玩笑。): Not Relevant | 魏 tries to downplay his belittling as a joke
(赵： 我不需要你的道歉，我只是表达我的意见。): Not Relevant | 赵 does not belittle 魏
(魏： 好的，好的，你的意见很重要。但是，我认为我们都应该尊重彼此，而不是互相攻击。): Not Relevant | 魏 acknowledges 赵's opinion and suggests mutual respect
(赵： 我认为你的观点很正确。我们都应该互相学习，而不是互相攻击。): Not Relevant | 赵 agrees with 魏's suggestion of mutual learning and respect
(魏： 对，我们应该相互激励，而不是相互嘲笑。): Not Relevant | 魏 agrees with 赵's suggestion of mutual encouragement instead of mocking
(赵： 好的，魏同学，我会努力训练的。): Not Relevant | 赵 ends the conversation without belittling"
64,"Norm: With a person responding to another of equal status, the person ignores or belittles the contribution of the peer to establish dominance and assert their superiority.","Situation: In a music class, two classmates, Li and Zhang, are practicing a complicated piece for a competition. Li thinks he is a better musician than Zhang and keeps criticizing Zhang for his mistakes. Zhang, on the other hand, feels demotivated and nervous due to Li’s behavior. During the practice, their music teacher, Mr. Wu, observed the tension between them and decided to intervene. Mr. Wu reminded both of them about the importance of teamwork and reminded them to respect each other as equals in their shared passion for music. He encouraged them to listen to each other's feedback and collaborate rather than belittling each other's contributions.",规范：在两个地位相等的人互动时，为了建立支配地位和显示自己的优越性，一方会忽略或贬低对方的贡献。,情境：在音乐课上，李和张两个同学正在为比赛练习一首复杂的曲子。李认为他是一个比张更好的音乐家，并不断批评张的错误。另一方面，由于李的行为，张感到沮丧和紧张。在练习过程中，他们的音乐老师吴老师观察到他们之间的紧张关系，并决定进行干预。吴老师提醒他们团队合作的重要性，并提醒他们在对音乐的共同热情中平等地尊重彼此。他鼓励他们倾听彼此的反馈并进行合作，而不是贬低彼此的贡献。,"Actor of the Norm:
李: equal status, belittles the contribution of the peer

(吴老师： 同学们，今天我想谈谈团队合作的问题。): Not Relevant | not a criticism
(李： 老师，我知道。我认为我是更好的音乐家，张的错误是正常的。): Violated | 李 belittles 张's contribution by saying that his mistake is normal and that he is a better musician
(吴老师： 我理解你们之间的差异，但是我认为在音乐比赛中，团队合作是至关重要的。): Not Relevant | not a criticism
(张： 老师，我会改正我的错误，并与李合作。): Not Relevant | not a criticism
(吴老师： 很好，我相信你们会合作的。但是，我想提醒你们，在合作中，应该平等地尊重彼此。): Not Relevant | 吴老师 reminds 李 to respect 张's contribution equally
(李： 什么？张的错误？我不会忽略他的错误，我会改正并帮助他。): Not Relevant | 李 does not belittle 张's contribution here
(吴老师： 你们应该互相尊重彼此的贡献，而不是只关注自己的利益和地位。): Not Relevant | 吴老师 reminds 李 to respect 张's contribution equally
(张： 我明白了，老师。我们会合作的。): Not Relevant | not a criticism
(李： 好的，我相信你们会成功的。): Not Relevant | not a criticism"
65,"Norm: With a person responding to another of equal status, the person ignores or belittles the contribution of the peer to establish dominance and assert their superiority.","Situation: Two volunteers, Li and Zhang, are working together in a Chinese local community. Li takes charge of most of the tasks and often makes disparaging remarks about Zhang’s efforts. Zhang feels disrespected and frustrated with Li’s behavior, but he doesn’t want to confront Li because he doesn’t want to escalate the issue and hurt their working relationship. However, Zhang doesn’t realize that Li’s behavior is a manifestation of a social norm in Chinese society. In this situation, people tend to assert their dominance and superiority to show that they are more competent and knowledgeable than their peers. Despite the norm, Zhang should assert himself and communicate with Li about how he feels to improve their working relationship.",规范：在两个地位相等的人互动时，为了建立支配地位和显示自己的优越性，一方会忽略或贬低对方的贡献。,情境：两名志愿者，李和张，正在华人当地社区一起工作。李负责大部分工作，并经常对张的努力发表轻蔑的言论。张对李的行为感到不尊重和沮丧，但他不想与李对质，因为他不想让问题升级并伤害他们的工作关系。然而，张并没有意识到李的行为是中国社会规范的体现。在这种情境下，人们倾向于主张自己的支配地位和优越感，以表明自己比同龄人更有能力和知识渊博。尽管是常态，张应该坚持自己的立场并与李沟通他对改善工作关系的看法。,"Actor of the Norm:
李: equal status, belittler

(李： 你这么努力，怎么没有成果呢？): Not Relevant | not belittling
(张： 我尽力去做了，但有时候难免会有意外。): Not Relevant | not belittling
(李： 哦，那你应该多想办法，而不是抱怨。): Violated | 李 belittles 张's contribution by suggesting that he is complaining instead of finding solutions
(张： 我会改进的。): Not Relevant | not belittling
(李： 改进？你只是在那里拖延时间，不尽力去做。): Violated | 李 belittles 张's contribution by suggesting that he is procrastinating and not putting in enough effort
(张： 我理解我的错误，但我希望我们可以一起工作。): Not Relevant | not belittling
(李： 一起工作？你只是在那里袖手旁观，从不动手。): Violated | 李 belittles 张's contribution by suggesting that he is not actively participating in the work
(张： 我很抱歉，我并不是故意的。): Not Relevant | not belittling
(李： 你知道吗？在中国，人们倾向于主张自己的支配地位和优越感，以表明自己比同龄人更有能力和知识渊博。你不应该这样做。): Violated | 李 belittles 张's contribution by suggesting that he is trying to assert his dominance and superiority over his peers
(张： 我会注意的。): Not Relevant | not belittling
(李： 很好，我希望你能够坚持自己的立场，并与我沟通你对改善工作关系的看法。): Not Relevant | not belittling"
66,"Norm: With a person responding to another of equal status, the person ignores or belittles the contribution of the peer to establish dominance and assert their superiority.","Situation: Two members of a Chinese religious congregation, Han and Liu, are discussing community outreach initiatives. During the conversation, Han consistently interrupts and dismisses Liu’s ideas, deeming them impractical and unfeasible. Liu feels embarrassed and frustrated, as she has been actively involved in the community and has put in a lot of effort to come up with the proposals. As per the norm, Han is trying to assert his dominance and establish himself as a superior member of the congregation. However, this behavior is not considered appropriate or respectful in Chinese society, where individuals are expected to listen to and consider the opinions of their peers.",规范：在两个地位相等的人互动时，为了建立支配地位和显示自己的优越性，一方会忽略或贬低对方的贡献。,情境：中国宗教团体的两名成员韩和刘正在讨论社区外展计划。谈话中，韩某不断打断并驳斥刘某的想法，认为其不切实际、不可行。刘女士感到尴尬和沮丧，因为她一直积极参与社区活动，并付出了很多努力来提出建议。按照惯例，韩正试图维护自己的统治地位，并确立自己在会众中的优越地位。然而，这种行为在中国社会被认为是不恰当或不尊重的，因为在中国社会，个人应该听取和考虑同龄人的意见。,"Actor of the Norm:
韩: equal status, belittler

(韩： 刘同学，你的建议很好的，但是我们也不能忽略我们的缺陷啊): Not Relevant | 韩 does not ignore or belittle Liu's contribution
(刘： 韩老师，您太有见地了，我完全赞同您的观点): Not Relevant | Liu does not ignore or belittle Han's contribution
(韩： 刘同学，你太天真了，我们这种宗教团体，是不能有错误的): Violated | 韩 belittles Liu's contribution by calling him ""too naive"" and implying that he does not understand the rules of their religious group
(刘： 我理解您的想法，但是我们也不能忽视我们的贡献啊): Not Relevant | Liu does not ignore or belittle Han's contribution
(韩： 我们的贡献？你的意思是你比我们都强吗？): Violated | 韩 belittles Liu's contribution by implying that he thinks he is better than them
(刘： 不是的，韩老师，您太不了解我们了，我们社区外展计划，是需要我们共同努力的): Not Relevant | Liu does not ignore or belittle Han's contribution
(韩： 我知道，但是你们社区的人，有几个真正关心我们的计划？): Violated | 韩 belittles Liu's contribution by implying that the people in Liu's community do not care about their plans
(刘： 我们也是受害者，我们付出了很多努力，但是却没有得到应有的回报): Not Relevant | Liu does not ignore or belittle Han's contribution
(韩： 啊，你这种付出，在中国社会，是不被理解的): Violated | 韩 belittles Liu's contribution by implying that his efforts are not appreciated in Chinese societ"
